"
Fenix TK25 IR LED Flashlight - CREE XP-G2 S3 - 850nm IR - 1000 lumens - Uses 1x 18650 or 2x CR123A
","
$99.95
                ",fenix-tk25-ir-infrared-led-flashlight.html,2018-01-22 11:25:00.223375
"
Fenix TK16 Tactical Flashlight - CREE XM L2 U2 LED - 1000 Lumens - Uses 1 x 18650 or 2 x CR123As
","
$79.95
                ",fenix-tk16-xml2-u2.html,2018-01-22 11:25:00.232381
"
Nitecore TM38-LITE Tiny Monster Lite Rechargeable Flashlight - CREE XHP35 HI D4 - 1800 Lumens - Uses 4 x 18650 - Now Available with Batteries
","
$359.95
                ",nitecore-tm38-lite-tactical-led-flashlight.html,2018-01-22 11:25:00.242388
"
Nitecore SmartRing Tactical SRT9 LED Flashlight - CREE XHP50 White LED - Red, Blue, Green, and UV LEDs - 2150 Lumens - Uses 2 x 18650 or 4 x CR123A - Now Available with Batteries & a Charger
","
$119.95
                ",nitecore-srt9-tactical-flashlight.html,2018-01-22 11:25:00.249391
"
Nitecore Concept 1 Everyday Carry Flashlight - CREE XHP35 HD E2 LED - 1800 Lumens - Uses 1 x 18650 or 2 x CR123As - Now Available with Batteries & a Charger
","
$64.95
                ",nitecore-concept-1-led-flashlight.html,2018-01-22 11:25:00.259400
"
iPower AA Charger Kit - Includes 8 iPower 2600mWh 1.5V Protected Lithium Polymer (LiCoO2) Button Top Batteries and 1 iPower AA8 8-Bay Fast Smart Charger
","
$125.95
                ",ipower-8aa-batteries-and-charger-kit.html,2018-01-22 11:25:00.267404
"
BUNDLE: Olight S2R Baton Rechargeable Flashlight Kit - CREE XM-L2 LED - 1020 Lumens - Uses 2 x CR123As or 1 x 18650 (2x Included)
","
$90.04
                ",olight-s2r-flashlight-bundle.html,2018-01-22 11:25:00.276412
"
BUNDLE: Olight S30R Baton III Rechargeable Flashlight Kit - CREE XM-L2 LED - 1050 Lumens - Uses 1 x 18650 (2x Included)
","
$97.05
                ",olight-s30r-iii-flashlight-bundle.html,2018-01-22 11:25:00.283414
"
BUNDLE: Olight M3XS-UT Ultra-Thrower Javelot Search Light Kit - CREE XP-L Dedomed LED - 1200 Lumens- Uses 3 x CR123As or 2 x 18650s (Included)
","
$185.90
                ",olight-m3xs-ut-flashlight-bundle.html,2018-01-22 11:25:00.291420
"
BUNDLE: Olight R20 Javelot USB Rechargeable Flashlight Kit - CREE XP-L LED - 900 Lumens - Uses 1 x 18650 (2x Included)
","
$68.95
                ",olight-r20-flashlight-bundle.html,2018-01-22 11:25:00.299426
"
BUNDLE: Olight M1X Striker Flashlight Kit - CREE XM-L2 CW LED - 1000 Lumens - Uses 2 x CR123As or 1 x 18650 (Included)
","
$68.95
                ",bdl-olight-m1x-striker-xml2.html,2018-01-22 11:25:00.307433
"
BUNDLE: Olight M2X-UT Ultra-Thrower Javelot Search Light Kit - CREE XM-L2 LED - 1020 Lumens - Uses 2 x CR123As or 1x 18650 (Included)
","
$118.95
                ",bdl-olight-m2x-ut.html,2018-01-22 11:25:00.315436
"
Nitecore Chameleon CI6 Infrared Flashlight Combo - CREE XP-G2 R5 and CREE XP-E R2 LED - 440 Lumens - With Battery and Charger
","
$94.93
                ",bdl-nitecore-ci6-xpg2-smo-rch.html,2018-01-22 11:25:00.323442
"
Nitecore Chameleon CR6 Red Tactical Flashlight Combo - CREE XM-L2 and CREE XP-G2 R5 LED - 440 Lumens - With Battery and Charger
","
$84.93
                ",bdl-nitecore-cr6-xpg2-smo-rch.html,2018-01-22 11:25:00.332447
